id,word,meaning,furigana,romaji,level,frequency,difficulty
4353,ガム,chewing gum,,gamu,2,3.95,7.1499999999999995
4354,プログラム,program,,puroguramu,2,4.73,6.369999999999999
4355,但し,"but, however, provided that",ただし,tadashi,2,3.87,7.2299999999999995
4356,おやつ,"(1) between meal snack, afternoon refreshment",,oyatsu,2,5.39,5.71
4357,絞る,"to press, to wring, to squeeze",しぼる,shiboru,2,3.35,7.75
4358,遊園地,amusement park,ゆうえんち,yūenchi,2,3.72,7.379999999999999
4359,キャンパス,campus,,kyanpasu,2,3.95,7.1499999999999995
4360,裏口,"backdoor, rear entrance",うらぐち,uraguchi,2,3.11,7.99
4361,あきれる,"to be amazed, to be shocked",,akireru,2,2.75,8.35
4362,へる,"to decrease (in size or number), to diminish, to abate",,heru,2,3.13,7.97
4363,幼児,"infant, baby, child",ようじ,yōji,2,4.07,7.029999999999999
4364,目覚し,(abbr) alarm-clock,めざまし,mezamashi,2,1.67,9.43
4365,方角,"direction, way, compass point",ほうがく,hōgaku,2,3.33,7.77
4366,信ずる,"to believe, to believe in, to place trust in",しんずる,shinzuru,2,2.81,8.29
4367,小便,"(col) urine, piss",しょうべん,shōben,2,3.64,7.459999999999999
4368,加速度,acceleration,かそくど,kasokudo,2,3.33,7.77
4369,登場,entry (on stage),とうじょう,tōjō,2,5.24,5.859999999999999
4370,近々,"nearness, before long",ちかぢか,chikajika,2,3.45,7.6499999999999995
4371,とっくに,"long ago, already, a long time ago",,tokkuni,2,3.95,7.1499999999999995
4372,彫る,"to carve, to engrave, to sculpture, to chisel",ほる,horu,2,2.62,8.48
4373,盆,"Lantern Festival, Festival of the Dead, tray",ぼん,bon,2,3.64,7.459999999999999
4374,目立つ,"to be conspicuous, to stand out",めだつ,medatsu,2,4.12,6.9799999999999995
4375,煎る,"to parch, to fry",いる,iru,2,1.25,9.85
4376,形式,"form, formality, format, math expression",けいしき,keishiki,2,4.52,6.58
4377,麓,"the foot, the bottom, the base (of a mountain)",ふもと,fumoto,2,3.35,7.75
4378,原料,raw materials,げんりょう,genryō,2,3.93,7.17
4379,名字,"surname, family name",みょうじ,myōji,2,3.67,7.43
4380,狙う,to aim at,ねらう,nerau,2,4.19,6.909999999999999
4381,雑音,"noise (jarring, grating)",ざつおん,zatsuon,2,3.27,7.83
4382,特定,"specific, special, particular",とくてい,tokutei,2,4.87,6.2299999999999995
4383,映る,"to be reflected, to harmonize with, to come out (photo)",うつる,utsuru,2,3.76,7.34
4384,勝負,"victory or defeat, match, contest, game, bout",しょうぶ,shōbu,2,4.52,6.58
4385,モデル,model,,moderu,2,5.12,5.9799999999999995
4386,縮小,"reduction, curtailment",しゅくしょう,shukushō,2,4.03,7.069999999999999
4387,皮膚,skin,ひふ,hifu,2,4.24,6.859999999999999
4388,将棋,Japanese chess,しょうぎ,shōgi,2,4.15,6.949999999999999
4389,送り仮名,part of word written in kana,おくりがな,okurigana,2,3.43,7.67
4390,物凄い,"earth-shattering, staggering, to a very great extent",ものすごい,monosugoi,2,3.58,7.52
4391,スクール,school,,sukūru,2,4.26,6.84
4392,巡る,to go around,めぐる,meguru,2,3.94,7.16
4393,育児,"childcare, nursing, upbringing",いくじ,ikuji,2,3.89,7.209999999999999
4394,それなのに,,,sorenanoni,2,3.63,7.47
4395,盛る,"(1) to serve (food, etc.), (2) to fill up, (3) to prescribe",もる,moru,2,3.04,8.059999999999999
4396,満点,perfect score,まんてん,manten,2,3.98,7.119999999999999
4397,顕微鏡,microscope,けんびきょう,kenbikyō,2,3.44,7.66
4398,手洗い,"restroom, lavatory, hand-washing",てあらい,tearai,2,3.43,7.67
4399,爪,"fingernail or toenail, claw, talon, hoof",つめ,tsume,2,4.36,6.739999999999999
4400,円周,circumference,えんしゅう,enshū,2,3.1,8.0
4401,薬指,ring finger,くすりゆび,kusuriyubi,2,3.02,8.08
4402,酸性,acidity,さんせい,sansei,2,3.29,7.81
4403,ふわふわ,"light, soft",,fuwafuwa,2,3.78,7.32
4404,体制,"order, system, structure, set-up, organization",たいせい,taisei,2,4.59,6.51
4405,再来月,month after next,さらいげつ,saraigetsu,2,2.05,9.05
4406,単数,singular (number),たんすう,tansū,2,2.69,8.41
4407,追い掛ける,"to chase or run after someone, to run down, to pursue",おいかける,oikakeru,2,1.98,9.12
4408,いっていらっしゃい,,,itteirasshai,2,4.32,6.779999999999999
4409,通り掛かる,to happen to pass by,とおりかかる,tōrikakaru,2,0.0,11.1
4410,正方形,square,せいほうけい,seihōkei,2,3.25,7.85
4411,輸血,blood transfusion,ゆけつ,yuketsu,2,3.25,7.85
4412,だます,"to trick, to cheat, to deceive",,damasu,2,2.7,8.399999999999999
4413,空っぽ,"empty, vacant, hollow",からっぽ,karappo,2,3.54,7.56
4414,先々月,month before last,せんせんげつ,sensengetsu,2,3.32,7.779999999999999
4415,始めに,"to begin with, first of all",はじめに,hajimeni,2,5.35,5.75
4416,膨らむ,"to expand, to swell (out), to get big, to become inflated",ふくらむ,fukuramu,2,3.28,7.82
4417,ねじ,(a) screw,,neji,2,3.56,7.539999999999999
4418,小数,"fraction (part of), decimal",しょうすう,shōsū,2,2.57,8.53
4419,整う,"to be prepared, to be in order, to be put in order, to be arranged",ととのう,totonō,2,2.87,8.23
4420,開通,"opening, open",かいつう,kaitsū,2,3.55,7.55
4421,引出す,"to pull out, to take out, to draw out, to withdraw",ひきだす,hikidasu,2,0.0,11.1
4422,展開,"develop, expansion (opposite of compression)",てんかい,tenkai,2,5.0,6.1
4423,長方形,"rectangle, oblong",ちょうほうけい,chōhōkei,2,3.25,7.85
4424,馴れる,"to become domesticated, to become tame",なれる,nareru,2,1.84,9.26
4425,有難い,"grateful, thankful, welcome, appreciated, evoking gratitude",ありがたい,arigatai,2,3.62,7.4799999999999995
4426,工芸,industrial arts,こうげい,kōgei,2,3.77,7.33
4427,割算,division (math),わりざん,warizan,2,1.06,10.04
4428,ごくろうさま,Thank you very much for your....,,gokurōsama,2,3.92,7.18
4429,下線,"underline, underscore",かせん,kasen,2,2.44,8.66
4430,領事,consul,りょうじ,ryōji,2,3.07,8.03
4431,基礎,"foundation, basis",きそ,kiso,2,4.52,6.58
4432,中指,middle finger,なかゆび,nakayubi,2,3.41,7.6899999999999995
4433,コンセント,"(1) consent, (2) concentric",,konsento,2,3.46,7.64
4434,商業,"commerce, trade, business",しょうぎょう,shōgyō,2,4.22,6.88
4435,照る,to shine,てる,teru,2,1.95,9.15
4436,ヘリコプター,helicopter,,herikoputā,2,3.84,7.26
4437,真っ白,pure white,まっしろ,masshiro,2,3.73,7.369999999999999
4438,資料,"materials, data",しりょう,shiryō,2,4.67,6.43
4439,関東,"eastern half of Japan, including Tokyo",かんとう,kantō,2,4.57,6.529999999999999
4440,専制,"despotism, autocracy",せんせい,sensei,2,3.12,7.9799999999999995
4441,仮名遣い,"kana orthography, syllabary spelling",かなづかい,kanazukai,2,2.23,8.87
4442,驚かす,"to surprise, to frighten, to create a stir",おどろかす,odorokasu,2,2.5,8.6
4443,なんとなく,"somehow or other, for some reason or another",,nantonaku,2,4.34,6.76
4444,囁く,"to whisper, to murmur",ささやく,sasayaku,2,2.9,8.2
4445,蒸発,"evaporation, unexplained disappearance",じょうはつ,jōhatsu,2,3.54,7.56
4446,羽根,shuttlecock,はね,hane,2,3.79,7.31
4447,澄む,"to clear (e.g. weather), to become transparent",すむ,sumu,2,1.41,9.69
4448,冷やす,"to cool, to refrigerate",ひやす,hiyasu,2,3.36,7.74
4449,身分,"social position, social status",みぶん,mibun,2,4.16,6.9399999999999995
4450,いちいち,"one by one, separately",,ichiichi,2,4.03,7.069999999999999
4451,本来,"essentially, naturally, by nature",ほんらい,honrai,2,4.72,6.38
4452,嗅ぐ,"to sniff, to smell",かぐ,kagu,2,3.06,8.04
4453,宛名,"address, direction",あてな,atena,2,2.82,8.28
4454,交替,"alternation, change, relief, relay, shift",こうたい,kōtai,2,3.22,7.879999999999999
4455,出迎える,"to meet, to greet",でむかえる,demukaeru,2,2.58,8.52
4456,形容詞,true adjective,けいようし,keiyōshi,2,3.17,7.93
4457,賞品,"prize, trophy",しょうひん,shōhin,2,3.52,7.58
4458,ずらす,"to put off, to delay",,zurasu,2,2.91,8.19
4459,薬缶,kettle,やかん,yakan,2,1.55,9.549999999999999
4460,抽象,abstract,ちゅうしょう,chūshō,2,3.72,7.379999999999999
4461,虹,rainbow,にじ,niji,2,4.17,6.93
4462,塩辛い,salty (taste),しおからい,shiokarai,2,2.53,8.57
4463,手帳,notebook,てちょう,techō,2,3.93,7.17
4464,作製,manufacture,さくせい,sakusei,2,3.19,7.91
4465,風船,balloon,ふうせん,fūsen,2,3.84,7.26
4466,課程,"course, curriculum",かてい,katei,2,3.77,7.33
4467,日の入り,sunset,ひのいり,hinoiri,2,2.66,8.44
4468,見送る,"(1) to see off, to farewell, (2) to escort, (3) to let pass",みおくる,miokuru,2,3.21,7.89
4469,例外,exception,れいがい,reigai,2,4.21,6.89
4470,却って,"on the contrary, rather, all the more, instead",かえって,kaette,2,3.01,8.09
4471,休息,"rest, relief, relaxation",きゅうそく,kyūsoku,2,3.53,7.57
4472,温泉,"spa, hot spring, onsen",おんせん,onsen,2,4.68,6.42
4473,斜め,obliqueness,ななめ,naname,2,4.05,7.05
4474,引っ繰り返る,"to be overturned, to be upset, to topple over, to be reversed",ひっくりかえる,hikkurikaeru,2,0.0,11.1
4475,各々,"each, every, either, respectively, severally",おのおの,onōno,2,4.75,6.35
4476,涼む,"to cool oneself, to cool off, to enjoy evening cool",すずむ,suzumu,2,1.63,9.469999999999999
4477,外部,"the outside, external",がいぶ,gaibu,2,4.46,6.64
4478,金魚,goldfish,きんぎょ,kingyo,2,3.75,7.35
4479,御免,"your pardon, declining (something), dismissal, permission",ごめん,gomen,2,3.42,7.68
4480,各地,"every place, various places",かくち,kakuchi,2,4.36,6.739999999999999
4481,ぴたり,,,pitari,2,2.14,8.959999999999999
4482,農村,"agricultural community, farm village, rural",のうそん,nōson,2,3.49,7.609999999999999
4483,生ずる,"to cause, to arise, to be generated",しょうずる,shōzuru,2,3.0,8.1
4484,すっぱい,"sour, acid",,suppai,2,2.79,8.309999999999999
4485,破片,"fragment, splinter, broken piece",はへん,hahen,2,3.57,7.529999999999999
4486,瓦,roof tile,かわら,kawara,2,3.58,7.52
4487,接続,"(1) connection, union, join, link, (2) changing trains",せつぞく,setsuzoku,2,4.66,6.4399999999999995
4488,保健,"health preservation, hygiene, sanitation",ほけん,hoken,2,4.12,6.9799999999999995
4489,清む,,すむ,sumu,2,3.83,7.27
4490,表紙,"front cover, binding",ひょうし,hyōshi,2,4.35,6.75
4491,活躍,activity,かつやく,katsuyaku,2,4.84,6.26
4492,防止,"prevention, check",ぼうし,bōshi,2,4.42,6.68
4493,流石,"clever, adept, good, expectations, as one would expect",さすが,sasuga,2,4.36,6.739999999999999
4494,恋しい,"(1) dear, beloved, darling, (2) yearned for",こいしい,koishii,2,3.42,7.68
4495,主語,(gram) subject,しゅご,shugo,2,3.24,7.859999999999999
4496,座敷,tatami room,ざしき,zashiki,2,3.35,7.75
4497,火傷,"burn, scald",やけど,yakedo,2,3.64,7.459999999999999
4498,童話,fairy tale,どうわ,dōwa,2,3.61,7.49
4499,通勤,commuting to work,つうきん,tsūkin,2,4.31,6.79
4500,引っ込む,"to draw back, to sink, to cave in",ひっこむ,hikkomu,2,2.47,8.629999999999999
4501,謎謎,"riddle, puzzle, enigma",なぞなぞ,nazonazo,2,0.0,11.1
4502,総理大臣,Prime Minister,そうりだいじん,sōridaijin,2,4.2,6.8999999999999995
4503,倣う,"to imitate, to follow, to emulate",ならう,narau,2,2.19,8.91
4504,ぶつぶつ,"grumbling, complaining in a small voice",,butsubutsu,2,2.96,8.14
4505,転々,,てんてん,tenten,2,3.14,7.959999999999999
4506,算盤,abacus,そろばん,soroban,2,2.18,8.92
4507,学科,"study subject, course of study",がっか,gakka,2,4.02,7.08
4508,下駄,"geta (Japanese footwear), wooden clogs",げた,geta,2,3.43,7.67
4509,成立,"coming into existence, arrangements, establishment, completion",せいりつ,seiritsu,2,4.5,6.6
4510,地味,"plain, simple",じみ,jimi,2,4.2,6.8999999999999995
4511,花火,fireworks,はなび,hanabi,2,4.25,6.85
4512,月給,monthly salary,げっきゅう,gekkyū,2,3.53,7.57
4513,接する,"to come in contact with, to connect, to attend, to receive",せっする,sessuru,2,3.75,7.35
4514,基地,base,きち,kichi,2,4.72,6.38
4515,写生,"sketching, drawing from nature",しゃせい,shasei,2,2.56,8.54
4516,拡張,"expansion, extension, enlargement, escape (ESC)",かくちょう,kakuchō,2,4.32,6.779999999999999
4517,マイナス,minus,,mainasu,2,4.33,6.77
4518,見掛け,outward appearance,みかけ,mikake,2,3.17,7.93
4519,含める,"to include, to instruct, to make one understand",ふくめる,fukumeru,2,3.57,7.529999999999999
4520,番地,"house number, address",ばんち,banchi,2,3.86,7.24
4521,酔っ払い,drunkard,よっぱらい,yopparai,2,3.63,7.47
4522,出入口,exit and entrance,でいりぐち,deiriguchi,2,2.91,8.19
4523,ショップ,a shop,,shoppu,2,4.52,6.58
4524,受け持つ,to take (be in) charge of,うけもつ,ukemotsu,2,2.74,8.36
4525,直径,diameter,ちょっけい,chokkei,2,3.95,7.1499999999999995
4526,中身,"contents, interior, substance, filling, (sword) blade",なかみ,nakami,2,4.63,6.47
4527,売上,"amount sold, proceeds",うりあげ,uriage,2,4.26,6.84
4528,おかけください,,,okakekudasai,2,3.8,7.3
4529,締め切る,to shut up,しめきる,shimekiru,2,2.08,9.02
4530,堀,"moat, canal",ほり,hori,2,4.14,6.96
4531,濃度,"concentration, brightness",のうど,nōdo,2,4.04,7.06
4532,流域,(river) basin,りゅういき,ryūiki,2,3.2,7.8999999999999995
4533,複数,"plural, multiple",ふくすう,fukusū,2,4.83,6.27
4534,確率,probability,かくりつ,kakuritsu,2,4.59,6.51
4535,南極,"south pole, Antarctic",なんきょく,nankyoku,2,3.59,7.51
4536,散らす,"to scatter, to disperse, to distribute",ちらす,chirasu,2,3.32,7.779999999999999
4537,役人,government official,やくにん,yakunin,2,3.82,7.279999999999999
4538,実例,"example, illustration",じつれい,jitsurei,2,3.47,7.629999999999999
4539,果して,"as was expected, really",はたして,hatashite,2,1.94,9.16
4540,力強い,"reassuring, emboldened",ちからづよい,chikarazuyoi,2,3.5,7.6
4541,真似る,"to mimic, to imitate",まねる,maneru,2,2.71,8.39
4542,火山,volcano,かざん,kazan,2,3.99,7.109999999999999
4543,蒸気,"steam, vapour",じょうき,jōki,2,3.69,7.41
4544,恨み,resentment,うらみ,urami,2,3.94,7.16
4545,半径,radius,はんけい,hankei,2,3.66,7.4399999999999995
4546,回り道,detour,まわりみち,mawarimichi,2,2.64,8.459999999999999
4547,峠,"ridge, (mountain) pass, difficult part",とうげ,tōge,2,3.75,7.35
4548,ええと,"let me see, well, er....",,eeto,2,3.94,7.16
4549,平野,"plain, open field",へいや,heiya,2,4.06,7.04
4550,捩る,to twist,ねじる,nejiru,2,0.0,11.1
4551,元々,"originally, by nature, from the start",もともと,motomoto,2,4.53,6.569999999999999
4552,フライパン,"fry pan, frying pan",,furaipan,2,3.71,7.39
4553,散らかす,"to scatter around, to leave untidy",ちらかす,chirakasu,2,2.67,8.43
4554,重たい,"heavy, massive, serious",おもたい,omotai,2,3.36,7.74
4555,予備,"preparation, preliminaries, reserve, spare",よび,yobi,2,4.2,6.8999999999999995
4556,社会科学,social science,しゃかいかがく,shakaikagaku,2,4.82,6.279999999999999
4557,在る,"to live, to be",ある,aru,2,3.38,7.72
4558,シリーズ,series,,shirīzu,2,5.13,5.97
4559,相互,"mutual, reciprocal",そうご,sōgo,2,4.46,6.64
4560,呼び出す,"to summon, to call (e.g. phone)",よびだす,yobidasu,2,3.39,7.709999999999999
4561,かゆい,"itchy, itching",,kayui,2,3.36,7.74
4562,ストップ,stop,,sutoppu,2,4.13,6.97
4563,強化,"strengthen, intensify, reinforce, solidify",きょうか,kyōka,2,4.68,6.42
4564,職人,"worker, mechanic, artisan, craftsman",しょくにん,shokunin,2,4.23,6.869999999999999
4565,シーツ,sheet,,shītsu,2,3.49,7.609999999999999
4566,激増,sudden increase,げきぞう,gekizō,2,3.21,7.89
4567,役目,"duty, business",やくめ,yakume,2,3.93,7.17
4568,砕く,"to break, to smash",くだく,kudaku,2,2.94,8.16
4569,伯父さん,"middle-aged gentleman, uncle",おじさん,ojisan,2,3.51,7.59
4570,言い出す,"to start talking, to speak, to tell, to propose, to suggest, to break the ice",いいだす,iidasu,2,3.49,7.609999999999999
4571,上り,"up-train (going to Tokyo), ascent",のぼり,nobori,2,4.01,7.09
4572,纏まる,"to be collected, to be settled, to be in order",まとまる,matomaru,2,1.78,9.32
4573,明き,"room, time to spare, emptiness",あき,aki,2,1.4,9.7
4574,竹,"bamboo, middle (of a three-tier ranking system)",たけ,take,2,4.18,6.92
4575,凍える,"to freeze, to be chilled, to be frozen",こごえる,kogoeru,2,2.66,8.44
4576,能率,efficiency,のうりつ,nōritsu,2,3.1,8.0
4577,ダイヤグラム,diagram,,daiyaguramu,2,1.64,9.459999999999999
4578,住まい,"dwelling, house, residence, address",すまい,sumai,2,3.74,7.359999999999999
4579,放る,to let go,ほうる,hōru,2,1.91,9.19
4580,作成,"frame, draw up, make, producing",さくせい,sakusei,2,4.7,6.3999999999999995
4581,売買,"trade, buying and selling",ばいばい,baibai,2,4.12,6.9799999999999995
4582,公務,"official business, public business",こうむ,kōmu,2,3.44,7.66
4583,ハンドル,"handle, steering wheel",,handoru,2,4.03,7.069999999999999
4584,連合,"union, alliance",れんごう,rengō,2,4.39,6.71
4585,もたれる,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)",,motareru,2,3.88,7.22
4586,みじめ,"(arch) sad, pitiful, wretched",,mijime,2,2.75,8.35
4587,椀,"Japanese soup bowl, wooden bowl",わん,wan,2,3.03,8.07
4588,一旦,"once, for a moment, one morning, temporarily",いったん,ittan,2,4.2,6.8999999999999995
4589,刺身,sliced raw fish,さしみ,sashimi,2,3.8,7.3
4590,外科,surgical department,げか,geka,2,4.29,6.81
4591,着ける,"(1) to attach, to join, to add, to append",つける,tsukeru,2,3.45,7.6499999999999995
4592,引き止める,"to detain, to check, to restrain",ひきとめる,hikitomeru,2,2.41,8.69
4593,蒔く,to sow (seeds),まく,maku,2,2.42,8.68
4594,気体,"vapour, gas",きたい,kitai,2,2.99,8.11
